suite_id,fixture_class,fixture,seed,family,width,height,days,steps_per_day,fuel_limit,fuel_regime,lane,solver,lifetime_distinct,total_daily_distinct,total_servings,valid,peer_self_semantic_parity,peer_self_semantic_mismatch_days,hard_cap_observed,role_ms,max_day_ms,roles,peer_self_semantic_mismatches,failure
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-rare-brand-seed-72001,72001,rare-brand,32,32,10,100,300,high,native,udon-shield,6,60,515,1,1,0,0,4150,3384,0|1|0|0|0|0|0|0,,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-threshold-corridor-seed-72002,72002,threshold-corridor,32,32,10,100,300,high,fixed,thing-or-think-hexudon-procon,0,0,0,0,0,8,1,0,7612,0|0|0|0|0|0|0|1,d2:daily score mismatch peer=6/41 udon=6/34|d3:daily score mismatch peer=6/42 udon=6/35|d4:daily score mismatch peer=6/41 udon=6/34|d5:daily score mismatch peer=6/41 udon=6/34|d6:daily score mismatch peer=6/40 udon=6/33|d7:daily score mismatch peer=6/39 udon=6/32|d8:daily score mismatch peer=6/42 udon=6/35|d9:daily score mismatch peer=6/41 udon=6/34,UDON evaluator rejected peer action day 10:
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-threshold-corridor-seed-72002,72002,threshold-corridor,32,32,10,100,300,high,fixed,udon-shield,6,60,440,1,1,0,0,0,3381,0|0|0|0|0|0|0|1,,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-threshold-corridor-seed-72002,72002,threshold-corridor,32,32,10,100,300,high,native,udon-shield,6,60,449,1,1,0,0,4380,3380,0|0|0|1|0|0|0|0,,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-threshold-corridor-seed-72002,72002,threshold-corridor,32,32,10,100,300,high,native,thing-or-think-hexudon-procon,6,60,354,1,0,8,1,4201,7841,0|0|0|1|0|0|0|0,d2:daily score mismatch peer=6/39 udon=6/32|d3:daily score mismatch peer=6/43 udon=6/36|d4:daily score mismatch peer=6/43 udon=6/36|d5:daily score mismatch peer=6/43 udon=6/36|d6:daily score mismatch peer=6/41 udon=6/34|d7:daily score mismatch peer=6/42 udon=6/35|d8:daily score mismatch peer=6/41 udon=6/34|d10:daily score mismatch peer=6/40 udon=6/33,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-fuel-tight-seed-72003,72003,fuel-tight,32,32,10,100,300,high,fixed,udon-shield,6,60,390,1,1,0,0,0,3380,0|0|0|0|0|0|0|1,,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-fuel-tight-seed-72003,72003,fuel-tight,32,32,10,100,300,high,fixed,thing-or-think-hexudon-procon,6,60,304,1,0,10,1,0,6698,0|0|0|0|0|0|0|1,d1:final agent state mismatch|d2:daily score mismatch peer=6/37 udon=6/30|d3:daily score mismatch peer=6/37 udon=6/30|d4:daily score mismatch peer=6/37 udon=6/30|d5:daily score mismatch peer=6/38 udon=6/31|d6:daily score mismatch peer=6/37 udon=6/30|d7:daily score mismatch peer=6/37 udon=6/30|d8:daily score mismatch peer=6/36 udon=6/29|d9:daily score mismatch peer=6/36 udon=6/30|d10:daily score mismatch peer=6/37 udon=6/30,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-fuel-tight-seed-72003,72003,fuel-tight,32,32,10,100,300,high,native,thing-or-think-hexudon-procon,6,60,320,1,0,9,1,4204,7470,0|0|0|0|0|1|0|0,d2:daily score mismatch peer=6/38 udon=6/31|d3:daily score mismatch peer=6/37 udon=6/30|d4:daily score mismatch peer=6/38 udon=6/31|d5:daily score mismatch peer=6/38 udon=6/31|d6:daily score mismatch peer=6/38 udon=6/31|d7:final agent state mismatch|d8:daily score mismatch peer=6/37 udon=6/32|d9:daily score mismatch peer=6/39 udon=6/32|d10:daily score mismatch peer=6/38 udon=6/31,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-fuel-tight-seed-72003,72003,fuel-tight,32,32,10,100,300,high,native,udon-shield,6,60,387,1,1,0,0,4312,3379,0|0|0|0|0|1|0|0,,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-high-stock-seed-72004,72004,high-stock,32,32,10,100,300,high,fixed,thing-or-think-hexudon-procon,6,60,426,1,0,9,1,0,7604,0|0|0|0|0|0|0|1,d2:final agent state mismatch|d3:daily score mismatch peer=6/48 udon=6/41|d4:daily score mismatch peer=6/48 udon=6/41|d5:daily score mismatch peer=6/49 udon=6/42|d6:daily score mismatch peer=6/48 udon=6/41|d7:daily score mismatch peer=6/46 udon=6/39|d8:daily score mismatch peer=6/47 udon=6/40|d9:daily score mismatch peer=6/47 udon=6/42|d10:daily score mismatch peer=6/51 udon=6/45,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-high-stock-seed-72004,72004,high-stock,32,32,10,100,300,high,fixed,udon-shield,6,60,534,1,1,0,0,0,3383,0|0|0|0|0|0|0|1,,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-high-stock-seed-72004,72004,high-stock,32,32,10,100,300,high,native,udon-shield,6,60,541,1,1,0,0,4375,3380,0|0|0|0|0|1|0|0,,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-high-stock-seed-72004,72004,high-stock,32,32,10,100,300,high,native,thing-or-think-hexudon-procon,6,60,423,1,0,9,1,4200,7024,0|0|1|0|0|0|0|0,d2:daily score mismatch peer=6/53 udon=6/46|d3:daily score mismatch peer=6/47 udon=6/40|d4:daily score mismatch peer=6/49 udon=6/42|d5:daily score mismatch peer=6/48 udon=6/41|d6:daily score mismatch peer=6/49 udon=6/42|d7:daily score mismatch peer=6/47 udon=6/41|d8:daily score mismatch peer=6/48 udon=6/41|d9:daily score mismatch peer=6/44 udon=6/37|d10:daily score mismatch peer=6/53 udon=6/46,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-overnight-seed-72005,72005,overnight,32,32,10,100,300,high,fixed,udon-shield,6,60,526,1,1,0,0,0,3402,0|0|0|0|0|0|0|1,,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-overnight-seed-72005,72005,overnight,32,32,10,100,300,high,fixed,thing-or-think-hexudon-procon,6,60,449,1,0,10,1,0,7076,0|0|0|0|0|0|0|1,d1:final agent state mismatch|d2:daily score mismatch peer=6/50 udon=6/43|d3:daily score mismatch peer=6/50 udon=6/44|d4:daily score mismatch peer=6/49 udon=6/42|d5:daily score mismatch peer=6/52 udon=6/46|d6:daily score mismatch peer=6/50 udon=6/43|d7:daily score mismatch peer=6/53 udon=6/48|d8:daily score mismatch peer=6/52 udon=6/45|d9:daily score mismatch peer=6/51 udon=6/46|d10:daily score mismatch peer=6/54 udon=6/47,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-overnight-seed-72005,72005,overnight,32,32,10,100,300,high,native,thing-or-think-hexudon-procon,6,60,453,1,0,10,1,4205,6936,0|0|0|0|0|1|0|0,d1:final agent state mismatch|d2:daily score mismatch peer=6/50 udon=6/43|d3:daily score mismatch peer=6/50 udon=6/44|d4:daily score mismatch peer=6/50 udon=6/43|d5:daily score mismatch peer=6/52 udon=6/46|d6:daily score mismatch peer=6/50 udon=6/43|d7:daily score mismatch peer=6/52 udon=6/47|d8:daily score mismatch peer=6/52 udon=6/45|d9:daily score mismatch peer=6/52 udon=6/46|d10:final agent state mismatch,
ATTR-OPPONENT-067,generated-btc-large,attr-opponent-066-high-btc-large-overnight-seed-72005,72005,overnight,32,32,10,100,300,high,native,udon-shield,6,60,527,1,1,0,0,4336,3384,0|0|0|0|0|1|0|0,,
